ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
7340,P-DHP-GVRBES,prt,dhp,variable,"Guide - Valve Rod - Box End - Stainless","Valve Rod Guide, Box Type","Part of the barrel assembly. Made so that the valve rod can fit through. This part guides the valve rod as the pump strokes while also allowing fluid to pass through. It can have pin threads to fit directly into a barrel (RWB) or box threads to fit a mandrel (RHA).",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/07/guide_valve_rod_box_type.png,,,,,,,,,
7341,P-DHP-GVRBES2,prt,dhp,variable,"Guide - Valve Rod - Box End - Steel","Valve Rod Guide, Box Type","Part of the barrel assembly. Made so that the valve rod can fit through. This part guides the valve rod as the pump strokes while also allowing fluid to pass through. It can have pin threads to fit directly into a barrel (RWB) or box threads to fit a mandrel (RHA).",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/07/guide_valve_rod_box_type.png,,,,,,,,,
7342,P-DHP-GVRPEB,prt,dhp,variable,"Guide - Valve Rod - Pin End - Brass","Valve Rod Guide, Pin Type","Part of the barrel assembly. Made so that the valve rod can fit through. This part guides the valve rod as the pump strokes while also allowing fluid to pass through. It can have pin threads to fit directly into a barrel (RWB) or box threads to fit a mandrel (RHA).",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/guide_valve_rod_pin_type.jpg,,,,,,,,,
7343,P-DHP-GVRPES,prt,dhp,variable,"Guide - Valve Rod - Pin End - Stainless","Valve Rod Guide, Pin Type","Part of the barrel assembly. Made so that the valve rod can fit through. This part guides the valve rod as the pump strokes while also allowing fluid to pass through. It can have pin threads to fit directly into a barrel (RWB) or box threads to fit a mandrel (RHA).",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/guide_valve_rod_pin_type.jpg,,,,,,,,,
7344,P-DHP-GVRPES2,prt,dhp,variable,"Guide - Valve Rod - Pin End - Steel","Valve Rod Guide, Pin Type","Part of the barrel assembly. Made so that the valve rod can fit through. This part guides the valve rod as the pump strokes while also allowing fluid to pass through. It can have pin threads to fit directly into a barrel (RWB) or box threads to fit a mandrel (RHA).",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/guide_valve_rod_pin_type.jpg,,,,,,,,,
7345,P-DHP-LB,prt,dhp,variable,"Locknut - Brass",Locknut,"Part of the seating assembly. The locknut secures the cups in place. The threads fit onto a mandrel.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/locknut.jpg,,,,,,,,,
7346,P-DHP-LS,prt,dhp,variable,"Locknut - Stainless",Locknut,"Part of the seating assembly. The locknut secures the cups in place. The threads fit onto a mandrel.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/locknut.jpg,,,,,,,,,
7347,P-DHP-LS2,prt,dhp,variable,"Locknut - Steel",Locknut,"Part of the seating assembly. The locknut secures the cups in place. The threads fit onto a mandrel.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/locknut.jpg,,,,,,,,,
7348,P-DHP-MNDB,prt,dhp,variable,"Mandrel - Cup Type - Brass","Cup Type Mandrel","The mandrel is the central piece of the seating assembly. Cups and spacers slide over the shaft. On RWT pumps the top threads fit the valve cage and the bottom threads fit the coupling. On RHA pumps the top threads fit the valve rod guide and the bottm threads fit the bushing seating.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/mandrel.png,,,,,,,,,
7349,P-DHP-MNDSS,prt,dhp,variable,"Mandrel - Cup Type - Stainless","Cup Type Mandrel","The mandrel is the central piece of the seating assembly. Cups and spacers slide over the shaft. On RWT pumps the top threads fit the valve cage and the bottom threads fit the coupling. On RHA pumps the top threads fit the valve rod guide and the bottm threads fit the bushing seating.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/mandrel.png,,,,,,,,,
7350,P-DHP-MNDS,prt,dhp,variable,"Mandrel - Cup Type - Steel","Cup Type Mandrel","The mandrel is the central piece of the seating assembly. Cups and spacers slide over the shaft. On RWT pumps the top threads fit the valve cage and the bottom threads fit the coupling. On RHA pumps the top threads fit the valve rod guide and the bottm threads fit the bushing seating.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/mandrel.png,,,,,,,,,
7351,P-DHP-NIPB,prt,dhp,variable,"Nipple - Strainer - Brass","Strainer nipple","The strainer nipple is the bottom piece of the seating assembly. It strains out large particles before they enter the pump. It's threads fit into the coupling.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/nipple_strainer.png,,,,,,,,,
7352,P-DHP-NIPSS,prt,dhp,variable,"Nipple - Strainer - Stainless","Strainer nipple","The strainer nipple is the bottom piece of the seating assembly. It strains out large particles before they enter the pump. It's threads fit into the coupling.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/nipple_strainer.png,,,,,,,,,
7353,P-DHP-NIPS,prt,dhp,variable,"Nipple - Strainer - Steel","Strainer nipple","The strainer nipple is the bottom piece of the seating assembly. It strains out large particles before they enter the pump. It's threads fit into the coupling.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/nipple_strainer.png,,,,,,,,,
7354,P-DHP-PSB,prt,dhp,variable,"Plug - Seat - Brass","Seat Plug","The seat plug is the bottom part of the plunger assambly. Its threads fit into the valve cage.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/plug_seat.jpg,,,,,,,,,
7355,P-DHP-PSS,prt,dhp,variable,"Plug - Seat - Stainless","Seat Plug","The seat plug is the bottom part of the plunger assambly. Its threads fit into the valve cage.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/plug_seat.jpg,,,,,,,,,
7356,P-DHP-PSS2,prt,dhp,variable,"Plug - Seat - Steel","Seat Plug","The seat plug is the bottom part of the plunger assambly. Its threads fit into the valve cage.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/plug_seat.jpg,,,,,,,,,
7726,P-DHP-PLG,prt,dhp,variable,"Plunger - PA Ring","PA Ring Mandrel.","PA Ring Mandrel.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
7357,P-DHP-PLGSM,prt,dhp,variable,"Plunger - Spray Metal - Monel Pin","Monel Pin Plunger","The plunger is the central piece to the plunger assembly. It fits perfectly inside the barrel to create a seal while still being able to move up and down. It has the same threads on both ends. The top end connects to the valve rod coupling, the bottom end connects to the closed cage plngr. The fit of the plunger is the diameter under the given size. A -002 1 1/2"" is 2 thousands of an inch less than 1.5 inches in diameter. This is to allow tolerance to fit inside the barrel.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/plunger_spray_metal_monel_pin.jpg,,,,,,,,,
7358,P-DHP-PLGSM2,prt,dhp,variable,"Plunger - Spray Metal - Regular Pin","Regular Pin Plunger","The plunger is the central piece to the plunger assembly. It fits perfectly inside the barrel to create a seal while still being able to move up and down. It has the same threads on both ends. The top end connects to the valve rod coupling, the bottom end connects to the closed cage plngr. The fit of the plunger is the diameter under the given size. A -002 1 1/2"" is 2 thousands of an inch less than 1.5 inches in diameter. This is to allow tolerance to fit inside the barrel.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/plunger_spray_metal_regular_pin.png,,,,,,,,,
8033,P-DHP-PSVS,prt,dhp,variable,"Puller - Standing Valve - Stainless","Standing valve puller.","Standing valve puller.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
8036,P-DHP-PSVS2,prt,dhp,variable,"Puller - Standing Valve - Steel","Standing valve puller.","Standing valve puller.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
7733,P-DHP-RF#TB,prt,dhp,variable,"Ring - Flange - #45 Type B","#45 Type B Flange Rings.","#45 Type B Flange Rings.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
7728,P-DHP-RPP,prt,dhp,variable,"Ring - PA - Purple","Purple PA Rings.","Purple PA Rings.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
8216,P-DHP-RS,prt,dhp,variable,"Ring - Split","Split rings for plunger.","Split rings for plunger.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
7359,P-DHP-RVS,prt,dhp,variable,"Rod - Valve - Stainless","Valve Rod","The valve rod is part of the plunger assembly. It connects the sucker rods to the plunger to stroke the pump. It has the same threads on both ends. The top connects to the valve rod bushing. The bottom connects to the valve rod coupling.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/rod_valve.png,,,,,,,,,
7360,P-DHP-RVS2,prt,dhp,variable,"Rod - Valve - Steel","Valve Rod","The valve rod is part of the plunger assembly. It connects the sucker rods to the plunger to stroke the pump. It has the same threads on both ends. The top connects to the valve rod bushing. The bottom connects to the valve rod coupling.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/rod_valve.png,,,,,,,,,
7361,P-DHP-SSCB,prt,dhp,variable,"Spacer - Seating Cup - Brass",Spacer,"Spacers are part of the seating assembly. They slide onto the mandrel to space out the cups.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/spacer_seating_cup.jpg,,,,,,,,,
7362,P-DHP-SSCS,prt,dhp,variable,"Spacer - Seating Cup - Stainless",Spacer,"Spacers are part of the seating assembly. They slide onto the mandrel to space out the cups.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/spacer_seating_cup.jpg,,,,,,,,,
7363,P-DHP-SSCS2,prt,dhp,variable,"Spacer - Seating Cup - Steel",Spacer,"Spacers are part of the seating assembly. They slide onto the mandrel to space out the cups.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/spacer_seating_cup.jpg,,,,,,,,,
7364,P-DHP-VSSB,prt,dhp,variable,"Valve - Sliding Sleeve - Brass","Sliding Sleeve Valve","The sliding sleeve valve goes over the valve rod and inside the sliding sleeve cage. During down time is seats into the connector and prevents trach from accumulating on the travelling valve.",,,0,,,,,,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/08/valve-sliding-sleeve.jpg,,,,,,,,,
9074,P-DHP-RPI,prt,dhp,variable,"Rod Pump - Insert","Insert rod pumps.","Insert rod pumps.",,,0,,,,,,Uncategorized,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
5341,P-DRS-DS,prt,drs,variable,"Dresser Sleeves","Steel dresser sleeve couplings.","Dresser couplings provide flexible, leak-proof connections that last the life of the pipe its connected to. No costly threading, beveling, exact pipe fitting, or alignment is required. Dresser sleeves have a max pressure rating of 235 PSI.",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/dresser-sleeve.jpg,,,,,,,,,
7199,P-ELC-FFLSR,prt,elc,variable,"Fuse - 600 volt - FLSR","FLSR type fuses.","Used to protect expensive electrical components from damage due to high current.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/fuse_flsr.jpg,,,,,,,,,
7209,P-ELC-FFRSR,prt,elc,variable,"Fuse - 600 volt - FRSR","FRSR Type Fuses.","Used to protect expensive electrical components from damage due to high current.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/fuse_frsr4.jpg,,,,,,,,,
5349,P-ELC-F600VT,prt,elc,variable,"Fuse - 600 Volt - TRS","Our fuses are cheap. You electrical components are expensive. Just sayin.","Used to protect expensive electrical components from damage due to high current.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/fuse-trs10r.jpg,,,,,,,,,
5350,P-ELC-FR600V,prt,elc,variable,"Fuse Reducer - 600 Volt","600 volt fuse reducers.","Used to reduce fuse size.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/fuse-reducers.jpg,,,,,,,,,
7222,P-ELC-LA,prt,elc,variable,"Lightning Arrester","This device tackles and handcuffs rogue lightning.","<ul>
\n 	<li>AC Rated Lightning Arrestor.</li>
\n 	<li>440-600V AC.</li>
\n 	<li>3-Phase.</li>
\n 	<li>3 or 4-wire Service.</li>
\n 	<li>3, 000 Joules per pole.</li>
\n 	<li>Maximum Current: 100, 000 Amps.</li>
\n 	<li>For use with AC Current Devices.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/lightning-arrester-la603.jpg,,,,,,,,,
7240,P-ELC-MC480V,prt,elc,variable,"Magnetic Coil - 480 volt","For use with GE NEMA Rated 300 and 200 Line Magnetic Contactors and Starters.","<ul>
\n 	<li>Replacement Coil</li>
\n 	<li>Coil Voltage 440/460-480V AC</li>
\n 	<li>Compatible with Series 200-Line Contactors, 200-Line Starters, 300-Line Contactors, 300-Line Starters</li>
\n 	<li>Contactor Style NEMA</li>
\n 	<li>Coil Power 24 VA</li>
\n 	<li>Frequency 50/60 Hz</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/magnetic-coil.jpg,,,,,,,,,
7226,P-ELC-MS,prt,elc,variable,"Micro Switch","Micro Switch.","Replacement micro switch for Tork time clocks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/micro-switch-tork-8001-8000.jpg,,,,,,,,,
9283,P-ELC-MO3P240,prt,elc,variable,"Motor OWP - 3 phase - 240/480/796v - 1200 rpm","Electric motors.","Electric motors of various horse powers.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/11/oil-well-motor.webp,,,,,,,,,
7244,P-ELC-RM,prt,elc,variable,"Replacement Motor","Replacement motor for Tork time clock.","<ul>
\n 	<li>Replacement Motor.</li>
\n 	<li>208 to 277VAC.</li>
\n 	<li>For Use With TORK Series 1100 and 7000 Timers.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/motor-replacement-tork.jpg,,,,,,,,,
7246,P-ELC-SS,prt,elc,variable,"Selector Switch","Commonly called an HOA (hand, off, auto)","<ul>
\n 	<li>Selector Switch</li>
\n 	<li>Maintained Action</li>
\n 	<li>2NO Contact Form</li>
\n 	<li>Type of Operator - Knob</li>
\n 	<li>Contact Rating 10A @ 600V AC</li>
\n 	<li>NEMA Contact Rating Designation A600/P600</li>
\n 	<li>NEMA Rating 12, 13, 3, 3R, 4, 4X</li>
\n 	<li>IP Rating IP68</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/selector-switch-3-pos.jpg,,,,,,,,,
6919,P-ELC-TS24HS,prt,elc,variable,"Timer Switch - 24 Hour - SPDT","Tork Time Clocks.","Tork Electromechanical Timer Switches can be used to automatically schedule wells on/off times.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/06/timer-switch-tork.jpg,,,,,,,,,
7652,P-ELC-TC,prt,elc,variable,"Transformer - Control","Control Transformers","Control transformers are used to step down main power voltages to a lower, safer voltage to power control circuits and devices like relays, contactors, and motor starters.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/09/transformer-control.jpg,,,,,,,,,
7671,P-ELC-TSDT,prt,elc,variable,"Transformer - Step Down - Tork","Step Down Transformer","NSI Industries Mechanical Time Switches. Use the TORK 64140 Step-Down Transformer for TORK model numbers 7100, 8001 and 8007 electromechanical time controls. This transformer has a 480V primary voltage and steps down to a 120V secondary voltage.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/09/transformer-tork.jpg,,,,,,,,,
