ID,SKU,Type,Name,Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Images,Parent,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty"
7390,P-DHP-BRLRHSNC-212X134X,variation,"Barrel - RH - Steel NiCarb - 2 1/2"" x 1 3/4"" x 4'","2 1/2"" x 1 3/4"" x 4'",1,,0,15,,,,559,,id:7301,"Harris Sales",410,"jeffh.hsc@gmail.com ",,,0,,0
7391,P-DHP-BRLRHSNC-212X134X2,variation,"Barrel - RH - Steel NiCarb - 2 1/2"" x 1 3/4"" x 6'","2 1/2"" x 1 3/4"" x 6'",1,,0,15,,,,829,,id:7301,"Harris Sales",614,"jeffh.hsc@gmail.com ",,,0,,0
7392,P-DHP-BRLRHSNC-2X112X6,variation,"Barrel - RH - Steel NiCarb - 2"" x 1 1/2"" x 6'","2"" x 1 1/2"" x 6'",1,,0,15,,,,509,,id:7301,"Harris Sales",373.75,"jeffh.hsc@gmail.com ",,,0,,1
7393,P-DHP-BRLRHSNC-2X114X4,variation,"Barrel - RH - Steel NiCarb - 2"" x 1 1/4"" x 4'","2"" x 1 1/4"" x 4'",6,1,0,12,,,,299,,id:7301,"Shengli Oilfield Shengli Petroleum Equipment Co Ltd",111,zhangxh@sjpec.com,,,79.06497605,,3
7394,P-DHP-BRLRHSNC-2X114X6,variation,"Barrel - RH - Steel NiCarb - 2"" x 1 1/4"" x 6'","2"" x 1 1/4"" x 6'",1,1,0,16.8,72,2,2,509,,id:7301,"Harris Sales",372,"jeffh.hsc@gmail.com ",,,0,,1
7395,P-DHP-BRLRHSNC-2X114X8,variation,"Barrel - RH - Steel NiCarb - 2"" x 1 1/4"" x 8'","2"" x 1 1/4"" x 8'",1,,0,15,,,,669,,id:7301,"Harris Sales",496.5,"jeffh.hsc@gmail.com ",,,0,,1
7396,P-DHP-BRLRWBNC-2X112X10,variation,"Barrel - RW - Brass NiCarb - 2"" x 1 1/2"" x 10'","2"" x 1 1/2"" x 10'",0,,0,20,,,,1049,,id:7302,"Harris Sales",774,"jeffh.hsc@gmail.com ",,,0,,0
7397,P-DHP-BRLRWBNC-2X112X12,variation,"Barrel - RW - Brass NiCarb - 2"" x 1 1/2"" x 12'","2"" x 1 1/2"" x 12'",0,,0,20,,,,1259,,id:7302,"Harris Sales",927.5,"jeffh.hsc@gmail.com ",,,0,,0
7398,P-DHP-BRLRWBNC-2X112X14,variation,"Barrel - RW - Brass NiCarb - 2"" x 1 1/2"" x 14'","2"" x 1 1/2"" x 14'",0,,0,20,,,,1459,,id:7302,"Harris Sales",1081.25,"jeffh.hsc@gmail.com ",,,0,,0
7399,P-DHP-BRLRWBNC-2X112X8,variation,"Barrel - RW - Brass NiCarb - 2"" x 1 1/2"" x 8'","2"" x 1 1/2"" x 8'",0,,0,20,,,,839,,id:7302,"Harris Sales",618,"jeffh.hsc@gmail.com ",,,0,,0
7400,P-DHP-BRLRWBNC-2X112X9,variation,"Barrel - RW - Brass NiCarb - 2"" x 1 1/2"" x 9'","2"" x 1 1/2"" x 9'",0,,0,20,,,,929,,id:7302,"Harris Sales",685,"jeffh.hsc@gmail.com ",,,0,,0
7401,P-DHP-BRLRWP-212X2X12,variation,"Barrel - RW - Precision Steel - 2 1/2"" x 2"" x 12'","2 1/2"" x 2"" x 12'",0,,0,25,,,,329,,id:7303,"Harris Sales",245,"jeffh.hsc@gmail.com ",,,0,,1
7402,P-DHP-BRLRWP-212X2X16,variation,"Barrel - RW - Precision Steel - 2 1/2"" x 2"" x 16'","2 1/2"" x 2"" x 16'",1,,0,25,,,,429,,id:7303,"Harris Sales",315,"jeffh.hsc@gmail.com ",,,0,,1
7403,P-DHP-BRLRWP-2X112X10,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 10'","2"" x 1 1/2"" x 10'",1,,0,21.8,120,2,2,249,,id:7303,"Harris Sales",184,"jeffh.hsc@gmail.com ",,,0,,0
7738,P-DHP-BRLRWP-2X112X102,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 10' - used","2"" x 1 1/2"" x 10', used",0,,0,30,,,,125,,id:7303,,,,,,,,0
7404,P-DHP-BRLRWP-2X112X12,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 12'","2"" x 1 1/2"" x 12'",2,,0,26,144,2,2,359,,id:7303,"Harris Sales",216,"jeffh.hsc@gmail.com ",,,0,,2
8874,P-DHP-BRLRWP-2X112X122,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 12' - used","2"" x 1 1/2"" x 12', used",1,,0,25,,,,169,,id:7303,,,,,,,,0
7405,P-DHP-BRLRWP-2X112X14,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 14'","2"" x 1 1/2"" x 14'",1,,0,25,,,,339,,id:7303,"Harris Sales",247.5,"jeffh.hsc@gmail.com ",,,0,,1
9320,P-DHP-BRLRWP-2X112X142,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 14' - used","2"" x 1 1/2"" x 14', used",0,,0,25,168,1.75,1.75,84,,id:7303,,,,,,,,0
7406,P-DHP-BRLRWP-2X112X16,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 16'","2"" x 1 1/2"" x 16'",1,,0,25,,,,379,,id:7303,"Harris Sales",279.5,"jeffh.hsc@gmail.com ",,,0,,1
7407,P-DHP-BRLRWP-2X112X8,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 8'","2"" x 1 1/2"" x 8'",1,1,0,16.8,96,2,2,219,,id:7303,"Precision International",145.74,andrew.cook@prec-int.com,,,0,,2
7655,P-DHP-BRLRWP-2X112X8U,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 8' - used","2"" x 1 1/2"" x 8', used",0,,0,25,,,,100,,id:7303,,,,,,,,0
7408,P-DHP-BRLRWP-2X112X9,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 9'","2"" x 1 1/2"" x 9'",0,,0,19.4,108,2,2,229,,id:7303,"Harris Sales",168.25,"jeffh.hsc@gmail.com ",,,0,,0
7770,P-DHP-BRLRWP-2X112X9U,variation,"Barrel - RW - Precision Steel - 2"" x 1 1/2"" x 9' - used","2"" x 1 1/2"" x 9', used",0,,0,25,,,,109,,id:7303,,,,,,,,0
7658,P-DHP-BRLRWSNC-2X112X10,variation,"Barrel - RW - Steel NiCarb - 2"" x 1 1/2"" x 10'","2"" x 1 1/2"" x 10'",1,,0,22,120,2,2,989,,id:7304,"Harris Sales",593.5,"jeffh.hsc@gmail.com ",,,0,,1
7657,P-DHP-BRLRWSNC-2X112X12,variation,"Barrel - RW - Steel NiCarb - 2"" x 1 1/2"" x 12'","2"" x 1 1/2"" x 12'",3,1,0,25,,,,1089,,id:7304,"Shengli Oilfield Shengli Petroleum Equipment Co Ltd",223,zhangxh@sjpec.com,,,133.617024,,3
7409,P-DHP-BRLRWSNC-2X112X14,variation,"Barrel - RW - Steel NiCarb - 2"" x 1 1/2"" x 14'","2"" x 1 1/2"" x 14'",0,,0,25,,,,1179,,id:7304,"Harris Sales",873,"jeffh.hsc@gmail.com ",,,0,,1
9500,P-DHP-BRLRWSNC-2X112X9U,variation,"Barrel - RW - Steel NiCarb - 2"" x 1 1/2"" x 9' - used","2"" x 1 1/2"" x 9', used",1,,0,20,,,,189,,id:7304,,,,,,,,0
8064,P-DHP-BRLTHBNC-2X134X2C,variation,"Barrel - TH - Brass NiCarb - 2"" x 1 3/4"" x 2' - chrome id - used","2"" x 1 3/4"" x 2', chrome id, used",0,,0,10,,,,89,,id:8062,,,,,,,,0
8015,P-DHP-BRLTHP-2X134X10,variation,"Barrel - TH - Precision Steel - 2"" x 1 3/4"" x 10' - used","2"" x 1 3/4"" x 10', used",0,,0,50,,,,209,,id:8010,,,,,,,,0
8012,P-DHP-BRLTHP-2X134X12,variation,"Barrel - TH - Precision Steel - 2"" x 1 3/4"" x 12'","2"" x 1 3/4"" x 12'",1,,0,60,,,,469,,id:8010,"Harris Sales",343,,,,,,0
8013,P-DHP-BRLTHP-2X134X6,variation,"Barrel - TH - Precision Steel - 2"" x 1 3/4"" x 6'","2"" x 1 3/4"" x 6'",1,,0,30,,,,259,,id:8010,"Harris Sales",189,,,,,,0
8014,P-DHP-BRLTHP-2X134X8,variation,"Barrel - TH - Precision Steel - 2"" x 1 3/4"" x 8'","2"" x 1 3/4"" x 8'",1,,0,40,,,,349,,id:8010,"Harris Sales",252,,,,,,0
8058,P-DHP-BRLTHP-2X134X9C,variation,"Barrel - TH - Precision Steel - 2"" x 1 3/4"" x 9' - chrome id - used","2"" x 1 3/4"" x 9', chrome id, used",0,,0,35,,,,189,,id:8010,,,,,,,,0
9102,P-FLT-BSDI-2,variation,"Basket Strainer - Ductile Iron - 2""","2""",2,,0,25,,,,269,,id:9101,"Xiamen Blue Trading Co., Ltd.",130,"Lee Clark",,,62.37,,1
9100,P-FLT-BS304-2,variation,"Basket Strainer - Stainless - 304ss - 2""","2""",0,,0,30,,,,619,,id:9099,"Shanghai Junyi Filter Equipment Co., Ltd.",390,"Iris Guo",,,63.65,,2
4642,S-CMP-B12-16OZ,variation,"Berryman Chemtool B-12 - 1","16oz Spray Can",14,4,0,1.23,9.5,2.5,2.5,4,,id:4640,"Hooten Oil",2.53,https://hootenoil.cimproduction.com/,,,0,3A1,12
4643,S-CMP-B12-12PK,variation,"Berryman Chemtool B-12 - 12","Case (12 16oz Spray Cans)",0,,0,13.2,,,,39,,id:4640,"Hooten Oil",29.14,https://hootenoil.cimproduction.com/,,,0,3A1,0
5231,S-CMP-EZDOZ-1PK,variation,"BERRYMAN EZ Doz-It Penetrating Oil - 1","1 12oz Can",13,6,0,0.969,8,2.75,2.75,6,,id:5051,"Hooten Oil",3.881,https://hootenoil.cimproduction.com/,Arrow,6.12,0,3A1,12
5232,S-CMP-EZDOZ-12PK,variation,"BERRYMAN EZ Doz-It Penetrating Oil - 12","Box of 12 12oz Cans",0,,0,12,,,,59,,id:5051,"Hooten Oil",44.71,https://hootenoil.cimproduction.com/,,,0,3A1,0
4204,S-CMP-BL2K-1LB,variation,"BESTOLIFE 2000 Copper Thread Compound - 1lb","1 Pound Can w/ Brush",13,1,0,1.11,5,3.5,3.5,19,,id:4203,"Spicer and Sandburg",13.47,crystal@spicerandsandburg.com,Arrow,24.75,0,4A1,8
4205,S-CMP-BL2K-9LB,variation,"BESTOLIFE 2000 Copper Thread Compound - 9lb","9 Pound Pail w/ Brush",7,2,0,10.4,8,8,8,84,,id:4203,"Spicer and Sandburg",61.54,crystal@spicerandsandburg.com,,,0,4A5,12
5758,S-CMP-BLMF-18LB,variation,"BESTOLIFE Metal Free Thread Compound - 18# - pail","<p>18# pail</p>\n",1,2,0,19.7,11.5,9.5,8,79,https://oilpatchdepot.com/wp-content/uploads/2024/11/bestolife-metal-free-thread-compound.jpg,id:5328,"Spicer and Sandburg",60,crystal@spicerandsandburg.com,Arrow,56.16,0,4A5,4
6238,S-CMP-BLMF-9LB,variation,"BESTOLIFE Metal Free Thread Compound - 9# - pail","9# pail",5,1,0,10.4,10,8,7.5,59,,id:5328,"Spicer and Sandburg",40,crystal@spicerandsandburg.com,,,0,4A5,4
6360,P-RIG-BJRTBU-1,variation,"BJ Rod Tong - Backups - 1""","1""",0,,0,,,,,219.56,,id:6312,"CF Services",199.6,mike5392@hotmail.com,,,0,,1
6361,P-RIG-BJRTBU-34,variation,"BJ Rod Tong - Backups - 3/4""","3/4""",0,,0,,,,,219.56,,id:6312,"CF Services",199.6,mike5392@hotmail.com,,,0,,1
6362,P-RIG-BJRTBU-58,variation,"BJ Rod Tong - Backups - 5/8""","5/8""",1,,0,6.337,14,4.5,1,169.4,,id:6312,"CF Services",154,mike5392@hotmail.com,,,0,3B4,1
6363,P-RIG-BJRTBU-78,variation,"BJ Rod Tong - Backups - 7/8""","7/8""",0,,0,,,,,219.56,,id:6312,"CF Services",199.6,mike5392@hotmail.com,,,0,,1
6364,P-RIG-BJRTBB-BB,variation,"BJ Rod Tong - Brake Band - BJ Rod Tong Brake Band","BJ Rod Tong Brake Band",1,,0,0.956,6.5,6.5,1,199,,id:6313,"CF Services",171.6,mike5392@hotmail.com,,,0,3B4,1
6365,P-RIG-BJRTCR-CRSL,variation,"BJ Rod Tong - Carousel - BJ Rod Tong Carousel","BJ Rod Tong Carousel",0,,0,,,,,619.52,,id:6314,"CF Services",563.2,mike5392@hotmail.com,,,0,3B4,1
6366,P-RIG-BJRTJW-1118,variation,"BJ Rod Tong - Jaws - 1"" to 1 1/8""","1"" to 1 1/8""",0,,0,,,,,710.16,,id:6315,"CF Services",645.6,mike5392@hotmail.com,,,0,3B4,1
6367,P-RIG-BJRTJW-5878,variation,"BJ Rod Tong - Jaws - 5/8"" to 7/8""","5/8"" to 7/8""",1,,0,3.05,9,4,2,249,,id:6315,"CF Services",183.2,mike5392@hotmail.com,,,0,3B4,1
6368,P-RIG-BJRTPN-PIN,variation,"BJ Rod Tong - Pin - BJ Rod Tong Pin","BJ Rod Tong Pin",1,,0,0.125,3,0.5,0.5,20.075,,id:6316,"CF Services",18.25,mike5392@hotmail.com,,,0,3B4,1
6369,P-RIG-BJTELV-238,variation,"BJ Tubing Elevators - 2 3/8""","2 3/8""",0,,0,,,,,3740,,id:6317,"CF Services",3400,mike5392@hotmail.com,,,0,3B4,1
6370,P-RIG-BJTELV-278,variation,"BJ Tubing Elevators - 2 7/8""","2 7/8""",0,,0,,,,,3740,,id:6317,"CF Services",3400,mike5392@hotmail.com,,,0,3B4,1
6371,P-RIG-BJTTGBB-BJTUBTBB,variation,"BJ Tubing Tong - Brake Band - 5 1/2""","BJ Tubing Tong Brake Band, 5 1/2""",1,,0,2.89,9.5,8.5,1.5,289,,id:6318,"CF Services",225,jwag558@yahoo.com,,,0,3B4,1
6372,P-RIG-BJTTGBBP-REGL2P,variation,"BJ Tubing Tong - Brake Band Pin - Regular Length - 2 pack","Regular Length - 2 pack",0,,0,0.312,2,1,1,19.36,,id:6319,"CF Services",17.6,jwag558@yahoo.com,,,0,3B4,2
6373,P-RIG-BJTTGHD-238,variation,"BJ Tubing Tong - Head Dies - 2 3/8""","2 3/8""",1,,0,17.3,8,8,5,737,,id:6320,"CF Services",670,mike5392@hotmail.com,,,0,3B4,1
6374,P-RIG-BJTTGHD-278,variation,"BJ Tubing Tong - Head Dies - 2 7/8""","2 7/8""",1,,0,16.8,7,7,5,847,,id:6320,"CF Services",770,mike5392@hotmail.com,,,0,3B4,1
6431,S-WIP-BHTWL-85LB,variation,"Blue Huck Towels - 8.5 lbs bag","8.5 lbs bag (Approx. 58 rags)",28,4,0,8.5,16,14,7,29,,id:6430,"Kamen Wipers",15.5,sales@kamenwipers.com,Arrow,35.7,0,3E,24
5139,S-TAP-BMTST-1142ROL,variation,"Blue Monster PTFE Thread Seal Tape - 1 X 1429","1"" by 1429"" Roll",5,3,0,0.125,2.5,2.5,1,8,,id:5085,"MM Equipment",5.88,dustin@mandmequipment.com,Arrow,7.78,0,7A3,15
6659,P-FSR-BLTHXG5Z-1213X112,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 1/2""-13 x 1 1/2""","1/2"" 13 x 1 1/2""",37,25,0,0.104,1.5,0.75,0.75,0.75,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.2533911,"Xia Wu",Arrow,1.75,0.1034,2.00E+03,100
6660,P-FSR-BLTHXG5Z-1213X3,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 1/2""-13 x 3","1/2"" 13 x 3""",40,25,0,0.183,3,0.75,0.75,1.25,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.43489554,"Xia Wu",Arrow,2.2,0.18282,2.00E+03,100
6661,P-FSR-BLTHXG5Z-1420X112,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 1/4""-20 x 1 1/2""","1/4"" 20 x 1 1/2""",44,25,0,0.0229,1.5,0.438,0.438,0.2,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.05756192,"Xia Wu",,,0.02288,2.00E+03,100
6662,P-FSR-BLTHXG5Z-1420X1,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 1/4""-20 x 1""","1/4"" 20 x 1""",38,25,0,0.0162,1,0.438,0.438,0.1,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.040778816,"Xia Wu",,,0.016192,2.00E+03,100
6663,P-FSR-BLTHXG5Z-1420X12,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 1/4""-20 x 1/2""","1/4"" 20 x 1/2""",32,25,0,0.00955,0.5,0.438,0.438,0.1,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.028285725,"Xia Wu",,,0.009526,2.00E+03,100
6664,P-FSR-BLTHXG5Z-1420X2,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 1/4""-20 x 2""","1/4"" 20 x 2""",40,25,0,0.0295,2,0.438,0.438,0.2,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.07377772,"Xia Wu",,,0.02948,2.00E+03,100
6665,P-FSR-BLTHXG5Z-3410X4,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 3/4""-10 x 4""","3/4"" 10 x 4""",21,10,0,0.6,4,1.13,1.13,3.8,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",1.3152832,"Xia Wu",,,0.5984,2.00E+03,100
6666,P-FSR-BLTHXG5Z-3816X212,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 3/8""-16 x 2 1/2""","3/8"" 16 x 2 1/2""",37,25,0,0.0831,2.5,0.563,0.563,0.55,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.19139913,"Xia Wu",Arrow,1.02,0.08294,2.00E+03,100
6667,P-FSR-BLTHXG5Z-3816X312,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 3/8""-16 x 3 1/2""","3/8"" 16 x 3 1/2""",42,25,0,0.114,3.5,0.563,0.563,0.75,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.25928705,"Xia Wu",Arrow,1.42,0.1133,2.00E+03,100
6668,P-FSR-BLTHXG5Z-51618X11,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 5/16""-18 x 1 1/2""","5/16"" 18 x 1 1/2""",33,25,0,0.0392,1.5,0.5,0.5,0.25,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.0860363,"Xia Wu",Arrow,0.44,0.03916,2.00E+03,100
6669,P-FSR-BLTHXG5Z-5811X4,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 5/8""-11 x 4""","5/8"" 11 x 4""",14,10,0,0.401,4,0.938,0.938,2.55,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.8780408,"Xia Wu",,,0.4004,2.00E+03,50
6670,P-FSR-BLTHXG5Z-71614X11,variation,"Bolt - Hex - Grade 5 - Zinc Plated - 7/16""-14 x 1 1/2""","7/16"" 14 x 1 1/2""",41,25,0,0.075,1.5,0.625,0.625,0.5,,id:6650,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.1697144,"Xia Wu",Arrow,0.6,0.0748,2.00E+03,100
6673,P-FSR-BLTHXG8B-1213X112,variation,"Bolt - Hex - Grade 8 - Black Oxide - 1/2""-13 x 1 1/2""","1/2"" 13 x 1 1/2""",53,25,0,0.104,1.5,0.75,0.75,0.8,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.2868645,"Xia Wu",Arrow,0.75,0.1034,2.00E+03,100
6674,P-FSR-BLTHXG8B-1213X212,variation,"Bolt - Hex - Grade 8 - Black Oxide - 1/2""-13 x 2 1/2""","1/2"" 13 x 2 1/2""",57,25,0,0.156,2.5,0.75,0.75,1.2,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.43183044,"Xia Wu",Arrow,2.06,0.15576,2.00E+03,100
6675,P-FSR-BLTHXG8B-1213X2,variation,"Bolt - Hex - Grade 8 - Black Oxide - 1/2""-13 x 2""","1/2"" 13 x 2""",52,25,0,0.129,2,0.75,0.75,0.95,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.353574,"Xia Wu",Arrow,1.7,0.1287,2.00E+03,100
6676,P-FSR-BLTHXG8B-3816X112,variation,"Bolt - Hex - Grade 8 - Black Oxide - 3/8""-16 x 1 1/2""","3/8"" 16 x 1 1/2""",63,25,0,0.0529,1.5,0.563,0.563,0.4,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.142608,"Xia Wu",Arrow,0.9,0.0528,2.00E+03,100
6677,P-FSR-BLTHXG8B-3816X1,variation,"Bolt - Hex - Grade 8 - Black Oxide - 3/8""-16 x 1""","3/8"" 16 x 1""",60,25,0,0.0377,1,0.563,0.563,0.3,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.10465713,"Xia Wu",Arrow,0.45,0.03762,2.00E+03,100
6678,P-FSR-BLTHXG8B-3816X3,variation,"Bolt - Hex - Grade 8 - Black Oxide - 3/8""-16 x 3""","3/8"" 16 x 3""",55,25,0,0.0992,3,0.563,0.563,0.9,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.3356595,"Xia Wu",Arrow,0.71,0.099,2.00E+03,100
6679,P-FSR-BLTHXG8B-5811X212,variation,"Bolt - Hex - Grade 8 - Black Oxide - 5/8""-11 x 2 1/2""","5/8"" 11 x 2 1/2""",21,10,0,0.26,2.5,0.938,0.938,1.9,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.684518,"Xia Wu",Arrow,3.83,0.2596,2.00E+03,50
6680,P-FSR-BLTHXG8B-5811X3,variation,"Bolt - Hex - Grade 8 - Black Oxide - 5/8""-11 x 3""","5/8"" 11 x 3""",21,10,0,0.3,3,0.938,0.938,2.2,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.793424,"Xia Wu",Arrow,5.43,0.2992,2.00E+03,50
6681,P-FSR-BLTHXG8B-91612X21,variation,"Bolt - Hex - Grade 8 - Black Oxide - 9/16""-12 x 2 1/2""","9/16"" 12 x 2 1/2""",55,25,0,0.203,2.5,0.875,0.875,1.5,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.5336552,"Xia Wu",Arrow,3.18,0.2024,2.00E+03,100
6682,P-FSR-BLTHXG8B-91612X2,variation,"Bolt - Hex - Grade 8 - Black Oxide - 9/16""-12 x 2""","9/16"" 12 x 2""",53,25,0,0.166,2,0.875,0.875,1.2,,id:6672,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.44549984,"Xia Wu",Arrow,2.59,0.16544,2.00E+03,100
6684,P-FSR-BLTSDG8B-3410X4,variation,"Bolt - Stud - Grade 8 - Black Oxide - 3/4""-10 x 4""","3/4"" 10 x 4""",18,10,0,0.8,4,0.75,0.75,4.95,,id:6683,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",1.7112909,"Xia Wu",Arrow,5.03,0.7986,2.00E+03,50
6685,P-FSR-BLTSDG8B-5811X312,variation,"Bolt - Stud - Grade 8 - Black Oxide - 5/8""-11 x 3 1/2""","5/8"" 11 x 3 1/2""",16,10,0,0.496,2.5,0.625,0.625,3.1,,id:6683,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",1.0607175,"Xia Wu",Arrow,3.26,0.495,2.00E+03,50
6686,P-FSR-BLTSDG8B-5811X3,variation,"Bolt - Stud - Grade 8 - Black Oxide - 5/8""-11 x 3""","5/8"" 11 x 3""",20,10,0,0.454,3,0.625,0.625,2.85,,id:6683,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.9711458,"Xia Wu",Arrow,2.4,0.4532,2.00E+03,50
6687,P-FSR-BLTSDG8B-5811X4,variation,"Bolt - Stud - Grade 8 - Black Oxide - 5/8""-11 x 4""","5/8"" 11 x 4""",18,10,0,0.525,4,0.625,0.625,3.3,,id:6683,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",1.1220034,"Xia Wu",Arrow,3.03,0.5236,2.00E+03,50
4150,T-CUT-BCUT-BOLC36N,variation,"BOLT CUTTER (INDUSTRIAL) - 24""","BOLT CUTTER 36""\n",6,2,0,5.73,,,,17,,id:4076,"Jiangsu Universal Industrial Co., Ltd.",12.65,"Lyn Zhang",,,0.68,,6
4151,T-CUT-BCUT-BOLC36,variation,"BOLT CUTTER (INDUSTRIAL) - 36""","BOLT CUTTER 36""",3,1,0,13.07,,,,30,,id:4076,"Jiangsu Universal Industrial Co., Ltd.",21.96,"Lyn Zhang",,,2.37,,3
2350,PRT-MSC-BRB-34,variation,"Brass Rod Box - 3/4"," 3/4 ",,,0,,,,,39,,id:2346,,,,,,,,
2351,PRT-MSC-BRB-3458C,variation,"Brass Rod Box - 3/4 to 5/8 Changeover","3/4 to 5/8 Changeover",,,0,,,,,47,,id:2346,,,,,,,,
2349,PRT-MSC-BRB-58O158OD,variation,"Brass Rod Box - 5/8 Over-sized (1-5/8 OD)","5/8 Over-sized (1-5/8 OD)",,,0,,,,,39,,id:2346,,,,,,,,
6555,P-FIT-BPLGXHSS-1,variation,"Bull Plug - Extra Heavy - 316ss - 3,000 psi - 1""","1""",2,1,0,0.837,3,1.5,1.5,39,,id:5329,"MM Equipment",31.66,dustin@mandmequipment.com,,,0,5B3,2
5441,P-FIT-BPLGXHSS-212N,variation,"Bull Plug - Extra Heavy - 316ss - 3,000 psi - 2 1/2""","2 1/2"" \n",1,,0,3,,,,103,,id:5329,"Spicer and Sandburg",99.61,crystal@spicerandsandburg.com,Arrow,110.24,0,5B3,1
5443,P-FIT-BPLGXHSS-2N,variation,"Bull Plug - Extra Heavy - 316ss - 3,000 psi - 2""","2""\n",4,1,0,2.42,3.5,2.5,2.5,89,,id:5329,"Spicer and Sandburg",62.5,crystal@spicerandsandburg.com,Arrow,87.32,0,5B3,4
5442,P-FIT-BPLGXHSS-214TAP,variation,"Bull Plug - Extra Heavy - 316ss - 3,000 psi - 2"" - 1/4"" tap","2"", 1/4"" tap\n",1,1,0,2.26,3.5,2.5,2.5,89,,id:5329,"Spicer and Sandburg",62.5,crystal@spicerandsandburg.com,Arrow,91.17,0,5B3,2
6554,P-FIT-BPLGXHSS-3,variation,"Bull Plug - Extra Heavy - 316ss - 3,000 psi - 3""","3""",1,1,0,7.91,6,3.5,3.5,279,,id:5329,"MM Equipment",205.96,dustin@mandmequipment.com,,,0,5B3,1
8516,P-FIT-BPLGXHJ5-238700P,variation,"Bull Plug - Extra Heavy - J55 - 8RD - 2 3/8"" - 7000 psi","2 3/8"", 7000 psi",6,,0,4.23,5.5,3,3,39,,id:8515,"MM Equipment",26.25,dustin@mandmequipment.com,,,0,5.00E+05,2
8517,P-FIT-BPLGXHJ5-278600P,variation,"Bull Plug - Extra Heavy - J55 - 8RD - 2 7/8"" - 6000 psi","2 7/8"", 6000 psi",6,,0,6.32,5.75,3.5,3.5,49,,id:8515,"MM Equipment",33.77,dustin@mandmequipment.com,,,0,5.00E+05,2
6556,P-FIT-BPLGFSXH-1,variation,"Bull Plug - Forged Steel - Extra Heavy - 3,000 psi - 1""","1""",4,1,0,0.943,3,1.5,1.5,8,,id:5330,"MM Equipment",5.46,dustin@mandmequipment.com,,,0,5.00E+04,2
5445,P-FIT-BPLGFSXH-2N,variation,"Bull Plug - Forged Steel - Extra Heavy - 3,000 psi - 2""","2""\n",2,2,0,2,,,,19,,id:5330,"MM Equipment",9.06,dustin@mandmequipment.com,Arrow,97.88,0,5.00E+04,2
